Date,time_ist,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,aqi_index,pm2_5,pm10,co,no2,Datetime
04-01-2026,10:00:00,11.3,89,996.3,8.8,Overcast,200,129.9,132.2,1338,20.5,2026-01-04 10:00:00
04-01-2026,11:00:00,13.1,81,995.9,8.1,Partly cloudy,200,122.5,125.3,1169,18.2,2026-01-04 11:00:00
04-01-2026,12:00:00,14.6,77,994.7,6.3,Clear sky,200,115.5,118.3,1079,15.4,2026-01-04 12:00:00
04-01-2026,13:00:00,15.8,73,993.5,6.2,Clear sky,200,108.7,111.8,1037,13.1,2026-01-04 13:00:00
04-01-2026,14:00:00,16.5,72,992.6,6.3,Clear sky,201,103.6,106.6,1085,14.1,2026-01-04 14:00:00
04-01-2026,15:00:00,16.9,70,992.3,6.9,Clear sky,201,99.4,102.7,1291,21.0,2026-01-04 15:00:00
04-01-2026,16:00:00,16.5,72,992.2,6.0,Clear sky,201,100.4,102.9,1586,31.3,2026-01-04 16:00:00
04-01-2026,17:00:00,14.9,80,992.2,4.7,Clear sky,202,148.5,151.8,1813,52.6,2026-01-04 17:00:00
04-01-2026,18:00:00,12.2,88,994.1,2.8,Clear sky,202,157.4,160.7,1910,55.0,2026-01-04 18:00:00
04-01-2026,19:00:00,11.4,90,994.4,3.6,Mainly clear,201,162.1,165.3,1939,58.0,2026-01-04 19:00:00
04-01-2026,20:00:00,10.9,92,994.7,4.0,Clear sky,200,167.6,170.4,1917,58.6,2026-01-04 20:00:00
05-01-2026,09:00:00,9.3,96,994.7,8.1,Overcast,200,141.1,143.0,1494,23.3,2026-01-05 09:00:00
05-01-2026,10:00:00,11.0,90,994.9,8.5,Overcast,200,129.9,132.2,1294,20.5,2026-01-05 10:00:00
05-01-2026,11:00:00,13.1,81,994.5,8.6,Partly cloudy,200,122.5,125.3,1131,18.2,2026-01-05 11:00:00
05-01-2026,12:00:00,14.7,77,993.2,6.2,Clear sky,200,115.5,118.3,1034,15.4,2026-01-05 12:00:00
05-01-2026,13:00:00,15.9,73,992.1,6.2,Clear sky,200,108.7,111.8,974,13.1,2026-01-05 13:00:00
05-01-2026,14:00:00,16.7,71,991.2,6.5,Clear sky,201,103.6,106.6,992,14.1,2026-01-05 14:00:00
05-01-2026,15:00:00,17.0,69,990.9,7.4,Clear sky,201,99.4,102.7,1143,21.0,2026-01-05 15:00:00
05-01-2026,16:00:00,16.5,72,990.8,6.5,Clear sky,201,100.4,102.9,1370,31.3,2026-01-05 16:00:00
05-01-2026,17:00:00,14.8,80,990.8,5.2,Clear sky,202,148.5,151.8,1543,52.6,2026-01-05 17:00:00
05-01-2026,18:00:00,12.4,86,992.5,2.3,Clear sky,202,157.4,160.7,1605,55.0,2026-01-05 18:00:00
05-01-2026,19:00:00,11.6,89,992.9,3.2,Mainly clear,201,162.1,165.3,1613,58.0,2026-01-05 19:00:00
05-01-2026,20:00:00,11.1,90,993.2,3.1,Clear sky,200,167.6,170.4,1603,58.6,2026-01-05 20:00:00
05-01-2026,21:00:00,10.3,93,993.3,3.7,Clear sky,199,171.8,174.6,1587,55.1,2026-01-05 21:00:00
05-01-2026,22:00:00,9.6,95,993.1,4.3,Clear sky,198,175.1,178.3,1553,49.2,2026-01-05 22:00:00
05-01-2026,23:00:00,9.1,96,992.7,4.6,Clear sky,198,174.2,177.0,1504,42.6,2026-01-05 23:00:00
06-01-2026,00:00:00,8.0,100,994.4,2.8,Overcast,197,193.7,197.0,1724,74.2,2026-01-06 00:00:00
06-01-2026,01:00:00,7.8,100,993.9,3.0,Overcast,198,180.7,183.9,1585,58.6,2026-01-06 01:00:00
06-01-2026,02:00:00,7.2,100,993.4,3.8,Overcast,199,167.6,170.4,1470,45.0,2026-01-06 02:00:00
06-01-2026,03:00:00,7.0,100,993.2,4.7,Overcast,201,153.2,156.0,1387,33.8,2026-01-06 03:00:00
06-01-2026,04:00:00,7.0,99,993.0,5.6,Overcast,202,141.6,144.4,1327,24.6,2026-01-06 04:00:00
06-01-2026,05:00:00,7.3,99,993.1,6.5,Overcast,203,168.1,170.0,1288,46.3,2026-01-06 05:00:00
06-01-2026,06:00:00,7.7,96,993.9,3.3,Overcast,204,152.7,155.1,1286,42.2,2026-01-06 06:00:00
06-01-2026,07:00:00,7.9,96,994.4,4.8,Overcast,204,145.8,148.1,1306,36.3,2026-01-06 07:00:00
06-01-2026,08:00:00,8.4,92,994.9,5.9,Overcast,203,136.0,138.8,1293,31.2,2026-01-06 08:00:00
06-01-2026,09:00:00,9.1,96,995.5,8.7,Overcast,202,133.6,136.0,1217,27.7,2026-01-06 09:00:00
06-01-2026,16:00:00,16.2,72,991.5,7.1,Clear sky,205,93.4,95.9,1044,34.3,2026-01-06 16:00:00
06-01-2026,17:00:00,14.5,80,991.6,6.3,Mainly clear,205,149.0,152.7,1169,61.5,2026-01-06 17:00:00
06-01-2026,18:00:00,12.1,86,993.1,3.3,Clear sky,205,162.5,165.8,1264,64.2,2026-01-06 18:00:00
06-01-2026,19:00:00,11.4,89,993.4,4.6,Clear sky,204,165.8,169.0,1349,67.7,2026-01-06 19:00:00
06-01-2026,20:00:00,10.6,91,993.9,4.6,Mainly clear,202,167.6,170.4,1416,68.6,2026-01-06 20:00:00
06-01-2026,21:00:00,10.2,93,994.0,5.0,Mainly clear,200,168.6,171.8,1468,65.4,2026-01-06 21:00:00
06-01-2026,22:00:00,9.9,94,993.7,5.4,Mainly clear,199,170.9,174.2,1503,59.7,2026-01-06 22:00:00
07-01-2026,10:00:00,12.1,84,993.4,9.4,Partly cloudy,202,128.1,130.9,1305,24.9,2026-01-07 10:00:00
07-01-2026,11:00:00,13.6,80,993.0,7.8,Partly cloudy,203,120.6,123.9,1188,22.2,2026-01-07 11:00:00
07-01-2026,12:00:00,14.9,75,991.8,7.2,Clear sky,204,112.2,115.3,1093,18.2,2026-01-07 12:00:00
07-01-2026,13:00:00,16.0,72,990.7,6.2,Clear sky,204,103.8,107.1,1017,14.4,2026-01-07 13:00:00
07-01-2026,14:00:00,16.8,69,989.8,6.6,Clear sky,205,96.2,99.4,1022,14.8,2026-01-07 14:00:00
07-01-2026,15:00:00,17.0,69,989.5,7.0,Clear sky,205,92.4,95.5,1177,22.5,2026-01-07 15:00:00
07-01-2026,16:00:00,16.5,72,989.4,6.7,Clear sky,205,93.4,95.9,1413,34.3,2026-01-07 16:00:00
07-01-2026,17:00:00,14.9,80,989.4,5.6,Clear sky,205,149.0,152.7,1595,61.5,2026-01-07 17:00:00
07-01-2026,18:00:00,12.1,88,991.1,3.6,Clear sky,205,162.5,165.8,1666,64.2,2026-01-07 18:00:00
07-01-2026,19:00:00,11.5,90,991.3,4.2,Clear sky,204,165.8,169.0,1683,67.7,2026-01-07 19:00:00
07-01-2026,20:00:00,11.2,91,991.8,4.5,Clear sky,202,167.6,170.4,1673,68.6,2026-01-07 20:00:00
07-01-2026,21:00:00,11.1,91,991.9,5.8,Clear sky,200,168.6,171.8,1642,65.4,2026-01-07 21:00:00
07-01-2026,22:00:00,10.8,92,991.6,6.6,Clear sky,199,170.9,174.2,1586,59.7,2026-01-07 22:00:00
07-01-2026,23:00:00,10.4,93,991.3,7.1,Mainly clear,198,170.4,173.2,1519,52.6,2026-01-07 23:00:00
08-01-2026,00:00:00,7.4,100,993.3,3.6,Overcast,197,185.8,188.6,1887,56.7,2026-01-08 00:00:00
08-01-2026,13:00:00,16.2,71,991.5,7.2,Clear sky,200,108.7,111.8,907,13.1,2026-01-08 13:00:00
08-01-2026,14:00:00,17.0,68,990.7,7.8,Clear sky,201,103.6,106.6,920,14.1,2026-01-08 14:00:00
08-01-2026,15:00:00,17.0,67,990.4,8.3,Clear sky,201,99.4,102.7,1040,21.0,2026-01-08 15:00:00
08-01-2026,16:00:00,16.5,71,990.4,7.0,Clear sky,201,100.4,102.9,1224,31.3,2026-01-08 16:00:00
08-01-2026,17:00:00,14.8,79,990.4,6.3,Clear sky,202,148.5,151.8,1378,52.6,2026-01-08 17:00:00
08-01-2026,18:00:00,11.8,87,992.0,3.4,Mainly clear,202,157.4,160.7,1471,55.0,2026-01-08 18:00:00
08-01-2026,19:00:00,10.6,92,992.4,4.3,Clear sky,201,162.1,165.3,1534,58.0,2026-01-08 19:00:00
08-01-2026,20:00:00,9.9,94,992.7,4.6,Clear sky,200,167.6,170.4,1562,58.6,2026-01-08 20:00:00
08-01-2026,21:00:00,9.4,95,992.9,4.8,Clear sky,199,171.8,174.6,1544,55.1,2026-01-08 21:00:00
08-01-2026,22:00:00,9.1,97,992.5,5.0,Partly cloudy,198,175.1,178.3,1491,49.2,2026-01-08 22:00:00
09-01-2026,09:00:00,9.1,96,992.7,8.7,Overcast,202,133.6,136.0,1364,27.7,2026-01-09 09:00:00
09-01-2026,10:00:00,10.6,92,992.9,9.0,Overcast,202,128.1,130.9,1203,24.9,2026-01-09 10:00:00
09-01-2026,11:00:00,12.9,81,992.4,9.0,Overcast,203,120.6,123.9,1068,22.2,2026-01-09 11:00:00
09-01-2026,12:00:00,14.6,77,991.2,6.8,Clear sky,204,112.2,115.3,973,18.2,2026-01-09 12:00:00
09-01-2026,13:00:00,15.9,73,990.1,6.8,Clear sky,204,103.8,107.1,904,14.4,2026-01-09 13:00:00
09-01-2026,14:00:00,16.6,70,989.2,7.3,Clear sky,205,96.2,99.4,906,14.8,2026-01-09 14:00:00
09-01-2026,15:00:00,16.8,70,988.9,8.0,Clear sky,205,92.4,95.5,1031,22.5,2026-01-09 15:00:00
09-01-2026,16:00:00,16.2,72,988.8,7.1,Clear sky,205,93.4,95.9,1226,34.3,2026-01-09 16:00:00
09-01-2026,17:00:00,14.5,80,988.9,6.3,Mainly clear,205,149.0,152.7,1380,61.5,2026-01-09 17:00:00
09-01-2026,18:00:00,12.1,86,990.4,3.3,Clear sky,205,162.5,165.8,1443,64.2,2026-01-09 18:00:00
09-01-2026,19:00:00,11.4,89,990.7,4.6,Clear sky,204,165.8,169.0,1464,67.7,2026-01-09 19:00:00
10-01-2026,13:00:00,17.6,69,993.4,6.7,Partly cloudy,197,107.1,112.9,1244,11.2,2026-01-10 13:00:00
10-01-2026,14:00:00,18.3,66,992.7,7.6,Overcast,197,100.4,105.7,1253,12.5,2026-01-10 14:00:00
10-01-2026,15:00:00,18.4,66,992.6,7.9,Overcast,197,97.8,102.4,1486,20.6,2026-01-10 15:00:00
10-01-2026,16:00:00,17.9,71,992.7,5.7,Overcast,197,100.8,104.3,1842,32.6,2026-01-10 16:00:00
10-01-2026,17:00:00,16.0,79,992.5,4.4,Overcast,197,131.3,136.4,2121,50.7,2026-01-10 17:00:00
10-01-2026,18:00:00,13.6,83,993.6,4.4,Overcast,197,144.4,148.5,2239,55.9,2026-01-10 18:00:00
10-01-2026,19:00:00,13.2,84,993.7,4.7,Overcast,196,155.5,159.7,2280,63.1,2026-01-10 19:00:00
10-01-2026,20:00:00,12.4,86,993.9,4.7,Overcast,196,169.0,173.2,2292,68.0,2026-01-10 20:00:00
10-01-2026,21:00:00,11.9,88,994.1,3.8,Overcast,196,182.5,187.2,2293,68.9,2026-01-10 21:00:00
10-01-2026,22:00:00,11.2,90,994.4,3.0,Overcast,196,194.6,198.8,2266,67.6,2026-01-10 22:00:00
10-01-2026,23:00:00,10.5,93,993.9,2.7,Overcast,197,196.5,200.2,2206,64.7,2026-01-10 23:00:00
11-01-2026,00:00:00,8.9,96,991.9,4.7,Clear sky,197,167.6,170.4,1427,35.3,2026-01-11 00:00:00
11-01-2026,01:00:00,8.6,97,991.3,4.6,Clear sky,197,163.0,165.8,1335,27.3,2026-01-11 01:00:00
11-01-2026,09:00:00,11.5,90,994.0,6.6,Overcast,196,149.5,152.7,1677,26.2,2026-01-11 09:00:00
11-01-2026,10:00:00,13.3,84,994.3,5.6,Mainly clear,197,139.2,143.9,1535,21.2,2026-01-11 10:00:00
11-01-2026,11:00:00,15.1,78,993.8,5.5,Partly cloudy,197,129.5,134.6,1404,17.0,2026-01-11 11:00:00
11-01-2026,12:00:00,16.5,72,992.9,6.4,Overcast,197,118.5,123.9,1283,13.7,2026-01-11 12:00:00
11-01-2026,13:00:00,17.6,68,992.0,7.0,Overcast,197,107.1,112.9,1173,11.2,2026-01-11 13:00:00
11-01-2026,14:00:00,18.2,65,991.3,7.6,Overcast,197,100.4,105.7,1165,12.5,2026-01-11 14:00:00
11-01-2026,15:00:00,18.3,65,991.2,7.9,Overcast,197,97.8,102.4,1344,20.6,2026-01-11 15:00:00
11-01-2026,19:00:00,13.1,83,992.1,3.2,Overcast,196,155.5,159.7,2030,63.1,2026-01-11 19:00:00
11-01-2026,20:00:00,12.5,85,992.5,3.0,Overcast,196,169.0,173.2,2061,68.0,2026-01-11 20:00:00
11-01-2026,21:00:00,11.8,88,992.7,2.9,Overcast,196,182.5,187.2,2070,68.9,2026-01-11 21:00:00
11-01-2026,22:00:00,10.9,91,992.8,3.5,Overcast,196,194.6,198.8,2051,67.6,2026-01-11 22:00:00
11-01-2026,23:00:00,10.1,94,992.3,2.9,Overcast,197,196.5,200.2,2006,64.7,2026-01-11 23:00:00
12-01-2026,00:00:00,9.1,96,992.6,5.6,Overcast,197,162.5,165.3,1451,43.5,2026-01-12 00:00:00
12-01-2026,01:00:00,7.8,98,991.9,4.9,Mainly clear,196,154.6,157.9,1364,33.1,2026-01-12 01:00:00
12-01-2026,02:00:00,7.8,98,991.6,5.7,Partly cloudy,196,147.1,150.4,1298,24.6,2026-01-12 02:00:00
12-01-2026,03:00:00,7.9,99,991.6,7.2,Overcast,195,139.7,142.5,1265,18.8,2026-01-12 03:00:00
12-01-2026,09:00:00,11.2,92,994.7,7.0,Overcast,194,146.2,149.9,1528,29.3,2026-01-12 09:00:00
12-01-2026,10:00:00,13.2,84,995.0,6.5,Mainly clear,194,136.0,141.1,1369,23.9,2026-01-12 10:00:00
12-01-2026,11:00:00,15.0,77,994.5,6.9,Overcast,194,126.2,131.8,1229,19.1,2026-01-12 11:00:00
12-01-2026,12:00:00,16.5,71,993.7,8.1,Overcast,194,114.3,120.6,1124,15.0,2026-01-12 12:00:00
12-01-2026,13:00:00,17.6,65,992.8,8.6,Overcast,194,103.1,109.4,1038,11.6,2026-01-12 13:00:00
12-01-2026,14:00:00,18.1,64,992.1,9.0,Overcast,194,95.2,100.6,1021,12.9,2026-01-12 14:00:00
12-01-2026,15:00:00,18.2,64,991.9,8.8,Overcast,194,92.7,97.1,1112,22.2,2026-01-12 15:00:00
12-01-2026,16:00:00,17.5,69,991.9,6.0,Overcast,194,97.1,100.4,1273,36.1,2026-01-12 16:00:00
12-01-2026,17:00:00,15.7,78,991.8,5.2,Overcast,194,138.8,144.4,1434,61.1,2026-01-12 17:00:00
12-01-2026,18:00:00,13.6,80,992.7,5.2,Overcast,194,154.6,159.7,1583,70.8,2026-01-12 18:00:00
12-01-2026,19:00:00,13.1,83,992.8,5.2,Overcast,194,168.6,173.2,1733,84.2,2026-01-12 19:00:00
12-01-2026,23:00:00,9.5,94,993.0,4.1,Overcast,196,202.1,206.3,2045,86.8,2026-01-12 23:00:00
13-01-2026,00:00:00,9.9,94,990.6,7.0,Mainly clear,197,162.5,165.3,1435,43.5,2026-01-13 00:00:00
13-01-2026,01:00:00,9.1,96,989.8,5.3,Clear sky,196,154.6,157.9,1341,33.1,2026-01-13 01:00:00
13-01-2026,02:00:00,9.1,96,989.5,7.2,Mainly clear,196,147.1,150.4,1274,24.6,2026-01-13 02:00:00
13-01-2026,03:00:00,8.8,97,989.5,8.9,Overcast,195,139.7,142.5,1237,18.8,2026-01-13 03:00:00
13-01-2026,04:00:00,8.6,98,989.3,9.4,Overcast,195,132.7,136.0,1226,14.9,2026-01-13 04:00:00
13-01-2026,14:00:00,18.5,61,989.9,8.4,Overcast,194,95.2,100.6,1126,12.9,2026-01-13 14:00:00
13-01-2026,15:00:00,18.5,61,989.7,8.5,Overcast,194,92.7,97.1,1305,22.2,2026-01-13 15:00:00
13-01-2026,16:00:00,17.9,67,989.9,6.9,Overcast,194,97.1,100.4,1596,36.1,2026-01-13 16:00:00
13-01-2026,17:00:00,16.0,76,989.7,5.8,Overcast,194,138.8,144.4,1841,61.1,2026-01-13 17:00:00
13-01-2026,18:00:00,13.6,83,990.6,5.1,Overcast,194,154.6,159.7,1989,70.8,2026-01-13 18:00:00
13-01-2026,19:00:00,13.5,83,990.7,5.7,Overcast,194,168.6,173.2,2091,84.2,2026-01-13 19:00:00
13-01-2026,20:00:00,12.8,84,991.1,5.0,Overcast,194,182.5,186.7,2142,93.2,2026-01-13 20:00:00
13-01-2026,21:00:00,11.9,86,991.3,4.2,Overcast,194,196.0,200.2,2133,94.8,2026-01-13 21:00:00
13-01-2026,22:00:00,11.2,90,991.5,4.1,Overcast,195,205.4,209.5,2074,92.1,2026-01-13 22:00:00
13-01-2026,23:00:00,10.3,93,990.9,4.2,Overcast,196,202.1,206.3,1988,86.8,2026-01-13 23:00:00
14-01-2026,09:00:00,11.1,90,993.6,7.3,Partly cloudy,196,149.5,152.7,1535,26.2,2026-01-14 09:00:00
14-01-2026,10:00:00,13.1,85,993.8,5.9,Partly cloudy,197,139.2,143.9,1402,21.2,2026-01-14 10:00:00
14-01-2026,11:00:00,15.1,77,993.4,6.1,Overcast,197,129.5,134.6,1285,17.0,2026-01-14 11:00:00
14-01-2026,12:00:00,16.8,71,992.5,7.4,Overcast,197,118.5,123.9,1192,13.7,2026-01-14 12:00:00
14-01-2026,13:00:00,17.9,68,991.6,8.0,Partly cloudy,197,107.1,112.9,1116,11.2,2026-01-14 13:00:00
14-01-2026,14:00:00,18.5,65,991.0,8.5,Overcast,197,100.4,105.7,1122,12.5,2026-01-14 14:00:00
14-01-2026,15:00:00,18.5,65,990.8,8.8,Overcast,197,97.8,102.4,1275,20.6,2026-01-14 15:00:00
14-01-2026,16:00:00,17.9,70,990.8,5.6,Overcast,197,100.8,104.3,1511,32.6,2026-01-14 16:00:00
14-01-2026,17:00:00,15.7,80,990.6,5.0,Overcast,197,131.3,136.4,1704,50.7,2026-01-14 17:00:00
14-01-2026,18:00:00,13.1,83,991.6,4.4,Overcast,197,144.4,148.5,1803,55.9,2026-01-14 18:00:00
14-01-2026,22:00:00,9.9,96,992.2,3.0,Overcast,196,194.6,198.8,1989,67.6,2026-01-14 22:00:00
14-01-2026,23:00:00,9.0,98,991.8,2.7,Overcast,197,196.5,200.2,1994,64.7,2026-01-14 23:00:00
15-01-2026,00:00:00,9.1,96,989.9,5.6,Overcast,197,162.5,165.3,1424,43.5,2026-01-15 00:00:00
15-01-2026,01:00:00,7.8,98,989.2,4.9,Mainly clear,196,154.6,157.9,1335,33.1,2026-01-15 01:00:00
15-01-2026,02:00:00,7.8,98,988.9,5.7,Partly cloudy,196,147.1,150.4,1271,24.6,2026-01-15 02:00:00
15-01-2026,03:00:00,7.9,99,988.8,7.2,Overcast,195,139.7,142.5,1240,18.8,2026-01-15 03:00:00
15-01-2026,11:00:00,15.0,77,991.8,6.9,Overcast,194,126.2,131.8,1331,19.1,2026-01-15 11:00:00
15-01-2026,12:00:00,16.5,71,991.0,8.1,Overcast,194,114.3,120.6,1204,15.0,2026-01-15 12:00:00
15-01-2026,13:00:00,17.6,65,990.1,8.6,Overcast,194,103.1,109.4,1102,11.6,2026-01-15 13:00:00
15-01-2026,14:00:00,18.1,64,989.4,9.0,Overcast,194,95.2,100.6,1092,12.9,2026-01-15 14:00:00
15-01-2026,15:00:00,18.2,64,989.2,8.8,Overcast,194,92.7,97.1,1241,22.2,2026-01-15 15:00:00
15-01-2026,16:00:00,17.5,69,989.3,6.0,Overcast,194,97.1,100.4,1482,36.1,2026-01-15 16:00:00
15-01-2026,17:00:00,15.7,78,989.1,5.2,Overcast,194,138.8,144.4,1679,61.1,2026-01-15 17:00:00
15-01-2026,18:00:00,13.6,80,990.0,5.2,Overcast,194,154.6,159.7,1772,70.8,2026-01-15 18:00:00
15-01-2026,19:00:00,13.1,83,990.1,5.2,Overcast,194,168.6,173.2,1820,84.2,2026-01-15 19:00:00
15-01-2026,20:00:00,12.2,86,990.3,3.8,Overcast,194,182.5,186.7,1867,93.2,2026-01-15 20:00:00
15-01-2026,21:00:00,11.3,89,990.6,3.8,Overcast,194,196.0,200.2,1943,94.8,2026-01-15 21:00:00
15-01-2026,22:00:00,10.3,93,990.7,4.0,Overcast,195,205.4,209.5,2017,92.1,2026-01-15 22:00:00
16-01-2026,09:00:00,10.4,99,996.1,3.3,Overcast,203,168.6,172.3,2582,40.3,2026-01-16 09:00:00
16-01-2026,10:00:00,12.2,96,996.4,2.8,Overcast,203,157.9,163.0,2319,34.5,2026-01-16 10:00:00
16-01-2026,11:00:00,14.5,86,995.8,2.5,Overcast,204,136.4,143.9,2070,29.1,2026-01-16 11:00:00
16-01-2026,12:00:00,16.6,77,994.6,3.2,Overcast,204,111.5,121.5,1836,23.3,2026-01-16 12:00:00
16-01-2026,13:00:00,18.2,70,993.6,3.6,Overcast,204,94.3,106.4,1618,17.9,2026-01-16 13:00:00
16-01-2026,14:00:00,19.0,67,992.8,4.1,Overcast,204,83.4,96.4,1609,18.5,2026-01-16 14:00:00
16-01-2026,15:00:00,19.2,66,992.3,4.3,Overcast,203,79.4,91.7,2006,29.9,2026-01-16 15:00:00
16-01-2026,16:00:00,18.7,74,991.9,2.8,Overcast,202,85.7,95.2,2613,47.4,2026-01-16 16:00:00
16-01-2026,17:00:00,16.6,80,991.7,3.6,Overcast,201,133.2,151.3,3040,83.7,2026-01-16 17:00:00
16-01-2026,18:00:00,14.4,84,992.7,3.3,Clear sky,202,160.2,177.4,3110,89.8,2026-01-16 18:00:00
16-01-2026,19:00:00,13.6,87,992.8,3.0,Clear sky,202,181.6,198.4,2999,98.1,2026-01-16 19:00:00
17-01-2026,03:00:00,8.5,98,991.1,4.3,Overcast,199,171.4,175.1,1635,40.4,2026-01-17 03:00:00
17-01-2026,04:00:00,8.4,100,991.2,4.9,Overcast,199,167.2,170.9,1557,33.1,2026-01-17 04:00:00
17-01-2026,05:00:00,8.2,100,991.3,5.1,Overcast,199,168.1,171.8,1588,29.7,2026-01-17 05:00:00
17-01-2026,06:00:00,8.9,99,992.0,4.7,Overcast,200,163.0,167.2,1841,34.2,2026-01-17 06:00:00
17-01-2026,07:00:00,8.9,98,992.6,4.4,Overcast,201,167.6,171.8,2202,40.1,2026-01-17 07:00:00
17-01-2026,08:00:00,9.5,98,993.6,4.7,Overcast,202,171.4,175.6,2425,43.0,2026-01-17 08:00:00
17-01-2026,09:00:00,10.2,98,994.5,2.8,Overcast,203,168.6,172.3,2383,40.3,2026-01-17 09:00:00
17-01-2026,10:00:00,11.7,98,994.8,2.8,Overcast,203,157.9,163.0,2202,34.5,2026-01-17 10:00:00
17-01-2026,11:00:00,14.2,89,994.4,2.1,Overcast,204,136.4,143.9,2015,29.1,2026-01-17 11:00:00
17-01-2026,12:00:00,16.5,77,993.2,2.7,Overcast,204,111.5,121.5,1801,23.3,2026-01-17 12:00:00
17-01-2026,13:00:00,18.2,70,992.2,3.0,Overcast,204,94.3,106.4,1580,17.9,2026-01-17 13:00:00
17-01-2026,20:00:00,12.6,91,991.4,2.3,Clear sky,203,197.0,213.7,2360,103.3,2026-01-17 20:00:00
17-01-2026,21:00:00,11.8,93,991.2,2.6,Clear sky,204,211.4,228.2,2365,103.6,2026-01-17 21:00:00
17-01-2026,22:00:00,11.1,94,990.9,2.7,Clear sky,206,225.4,241.2,2432,100.8,2026-01-17 22:00:00
17-01-2026,23:00:00,10.6,94,990.5,3.4,Clear sky,207,228.2,244.0,2472,95.7,2026-01-17 23:00:00
18-01-2026,00:00:00,9.1,94,992.4,4.5,Overcast,196,190.9,194.6,1976,78.2,2026-01-18 00:00:00
18-01-2026,01:00:00,8.9,94,992.1,3.4,Overcast,197,182.1,185.8,1854,67.0,2026-01-18 01:00:00
18-01-2026,02:00:00,8.3,96,991.8,4.3,Overcast,198,175.1,178.8,1753,56.6,2026-01-18 02:00:00
18-01-2026,03:00:00,8.1,97,991.8,4.3,Overcast,198,169.0,172.3,1680,47.1,2026-01-18 03:00:00
18-01-2026,08:00:00,8.7,98,994.3,4.3,Overcast,203,172.3,176.0,2170,50.1,2026-01-18 08:00:00
18-01-2026,09:00:00,9.9,99,995.0,2.9,Overcast,204,169.0,172.3,2115,47.1,2026-01-18 09:00:00
18-01-2026,10:00:00,12.1,96,995.3,2.3,Overcast,205,157.9,163.0,1959,40.9,2026-01-18 10:00:00
18-01-2026,11:00:00,14.6,84,994.9,2.8,Overcast,206,136.4,143.4,1787,34.9,2026-01-18 11:00:00
18-01-2026,12:00:00,17.0,71,993.8,3.4,Overcast,206,110.6,119.7,1576,27.7,2026-01-18 12:00:00
18-01-2026,13:00:00,18.6,64,992.9,3.6,Overcast,206,92.2,102.9,1348,20.8,2026-01-18 13:00:00
18-01-2026,14:00:00,19.4,62,992.0,3.6,Overcast,206,83.1,93.8,1254,21.5,2026-01-18 14:00:00
18-01-2026,15:00:00,19.7,63,991.5,3.5,Overcast,205,81.0,91.0,1379,35.1,2026-01-18 15:00:00
18-01-2026,16:00:00,18.9,73,991.2,2.7,Overcast,205,88.5,96.6,1638,56.4,2026-01-18 16:00:00
18-01-2026,17:00:00,16.5,79,991.0,4.1,Overcast,204,145.8,161.6,1926,101.6,2026-01-18 17:00:00
18-01-2026,18:00:00,14.6,83,991.9,3.1,Clear sky,205,177.4,192.8,2230,115.7,2026-01-18 18:00:00
18-01-2026,19:00:00,13.6,85,992.0,1.9,Clear sky,205,205.8,220.3,2563,134.8,2026-01-18 19:00:00
18-01-2026,20:00:00,12.6,88,992.1,2.2,Clear sky,207,226.3,240.3,2864,145.7,2026-01-18 20:00:00
18-01-2026,21:00:00,11.8,90,991.9,2.2,Clear sky,209,239.3,252.4,3146,142.8,2026-01-18 21:00:00
18-01-2026,22:00:00,11.0,92,991.5,2.6,Clear sky,211,241.2,254.3,3395,131.7,2026-01-18 22:00:00
19-01-2026,08:00:00,9.9,98,992.1,6.7,Overcast,203,172.3,176.0,2359,50.1,2026-01-19 08:00:00
19-01-2026,09:00:00,11.6,95,993.0,4.5,Overcast,204,169.0,172.3,2318,47.1,2026-01-19 09:00:00
19-01-2026,10:00:00,14.0,87,993.4,3.4,Overcast,205,157.9,163.0,2132,40.9,2026-01-19 10:00:00
19-01-2026,11:00:00,16.3,76,992.9,4.0,Overcast,206,136.4,143.4,1937,34.9,2026-01-19 11:00:00
19-01-2026,12:00:00,18.0,68,991.7,4.2,Overcast,206,110.6,119.7,1710,27.7,2026-01-19 12:00:00
19-01-2026,13:00:00,19.4,60,990.8,4.6,Overcast,206,92.2,102.9,1475,20.8,2026-01-19 13:00:00
19-01-2026,14:00:00,20.1,55,990.0,4.9,Overcast,206,83.1,93.8,1442,21.5,2026-01-19 14:00:00
19-01-2026,15:00:00,20.1,54,989.5,4.9,Overcast,205,81.0,91.0,1800,35.1,2026-01-19 15:00:00
19-01-2026,16:00:00,19.1,65,989.0,3.7,Overcast,205,88.5,96.6,2361,56.4,2026-01-19 16:00:00
19-01-2026,17:00:00,16.8,75,988.9,4.6,Overcast,204,145.8,161.6,2763,101.6,2026-01-19 17:00:00
19-01-2026,21:00:00,12.1,91,989.8,4.3,Clear sky,209,239.3,252.4,2499,142.8,2026-01-19 21:00:00
19-01-2026,22:00:00,11.4,92,989.5,4.3,Clear sky,211,241.2,254.3,2284,131.7,2026-01-19 22:00:00
19-01-2026,23:00:00,10.9,92,989.1,4.5,Clear sky,212,225.8,238.4,2106,116.9,2026-01-19 23:00:00
20-01-2026,00:00:00,8.4,100,991.3,3.9,Overcast,197,189.1,192.8,1953,60.1,2026-01-20 00:00:00
