Date,time_ist,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,aqi_index,pm2_5,pm10,co,no2,Datetime
04-02-2026,10:00:00,13.9,89,993.4,3.3,Mainly clear,194,143.9,145.3,1693,35.7,2026-02-04 10:00:00
04-02-2026,11:00:00,15.6,82,992.7,1.6,Clear sky,194,123.9,126.7,1438,31.7,2026-02-04 11:00:00
04-02-2026,12:00:00,16.8,77,991.9,2.6,Clear sky,193,117.6,121.1,1257,27.9,2026-02-04 12:00:00
04-02-2026,13:00:00,17.5,72,991.0,3.5,Clear sky,192,109.7,113.4,1106,24.5,2026-02-04 13:00:00
04-02-2026,14:00:00,18.1,71,990.5,4.9,Clear sky,192,102.4,106.6,1027,25.7,2026-02-04 14:00:00
04-02-2026,15:00:00,18.1,73,990.3,7.3,Mainly clear,192,99.2,103.1,1061,36.1,2026-02-04 15:00:00
04-02-2026,20:00:00,13.4,87,991.7,6.3,Clear sky,193,163.4,166.7,1438,53.5,2026-02-04 20:00:00
04-02-2026,21:00:00,12.9,89,992.0,7.1,Clear sky,194,160.7,163.4,1354,48.0,2026-02-04 21:00:00
04-02-2026,22:00:00,12.3,91,992.1,7.7,Clear sky,195,158.8,161.1,1211,41.3,2026-02-04 22:00:00
04-02-2026,23:00:00,11.9,94,992.0,7.6,Clear sky,195,152.3,154.6,1073,34.4,2026-02-04 23:00:00
05-02-2026,00:00:00,10.5,96,990.8,4.5,Clear sky,200,143.9,147.1,1612,29.4,2026-02-05 00:00:00
05-02-2026,04:00:00,9.3,98,989.9,0.8,Partly cloudy,199,153.7,156.5,1611,27.6,2026-02-05 04:00:00
05-02-2026,05:00:00,9.1,100,990.1,0.4,Overcast,198,150.9,152.7,1642,19.9,2026-02-05 05:00:00
05-02-2026,06:00:00,10.0,99,991.4,2.3,Rain: Moderate,197,155.5,157.4,1710,25.8,2026-02-05 06:00:00
05-02-2026,07:00:00,10.4,99,991.3,6.1,Rain: Slight,196,164.4,166.2,1791,33.9,2026-02-05 07:00:00
05-02-2026,08:00:00,10.9,98,992.4,6.0,Overcast,195,160.7,162.1,1809,38.4,2026-02-05 08:00:00
05-02-2026,09:00:00,12.4,94,993.8,2.0,Overcast,194,154.1,155.5,1715,36.0,2026-02-05 09:00:00
05-02-2026,10:00:00,14.2,88,994.0,2.2,Mainly clear,194,146.7,149.0,1558,30.2,2026-02-05 10:00:00
05-02-2026,11:00:00,15.8,81,993.3,2.2,Clear sky,193,126.7,129.9,1410,25.8,2026-02-05 11:00:00
05-02-2026,12:00:00,17.0,75,992.5,3.1,Clear sky,193,118.0,121.5,1288,23.2,2026-02-05 12:00:00
05-02-2026,13:00:00,17.8,71,991.6,5.2,Clear sky,192,108.7,112.5,1175,22.0,2026-02-05 13:00:00
05-02-2026,17:00:00,15.9,81,990.8,7.9,Clear sky,193,166.2,170.4,1080,73.9,2026-02-05 17:00:00
05-02-2026,18:00:00,13.8,87,991.7,4.9,Clear sky,194,186.7,190.5,1097,75.2,2026-02-05 18:00:00
05-02-2026,19:00:00,13.5,87,991.9,6.5,Clear sky,195,190.9,194.6,1120,76.5,2026-02-05 19:00:00
05-02-2026,20:00:00,13.1,89,992.4,7.7,Clear sky,196,190.0,193.7,1125,74.3,2026-02-05 20:00:00
05-02-2026,21:00:00,12.4,91,992.7,9.4,Clear sky,197,183.9,186.7,1101,66.2,2026-02-05 21:00:00
06-02-2026,11:00:00,15.2,79,991.3,0.6,Clear sky,193,126.7,129.9,1355,25.8,2026-02-06 11:00:00
06-02-2026,12:00:00,16.6,75,990.4,2.2,Clear sky,193,118.0,121.5,1268,23.2,2026-02-06 12:00:00
06-02-2026,13:00:00,17.5,73,989.6,5.1,Clear sky,192,108.7,112.5,1204,22.0,2026-02-06 13:00:00
06-02-2026,14:00:00,17.9,70,989.0,6.8,Clear sky,192,103.4,106.9,1191,26.7,2026-02-06 14:00:00
06-02-2026,15:00:00,18.0,68,988.8,8.2,Clear sky,192,103.8,107.3,1259,42.6,2026-02-06 15:00:00
06-02-2026,16:00:00,17.5,74,988.5,8.5,Clear sky,193,108.3,111.5,1377,64.2,2026-02-06 16:00:00
06-02-2026,17:00:00,16.2,81,988.6,8.0,Clear sky,193,166.2,170.4,1486,73.9,2026-02-06 17:00:00
06-02-2026,18:00:00,14.4,86,989.6,8.8,Clear sky,194,186.7,190.5,1590,75.2,2026-02-06 18:00:00
06-02-2026,19:00:00,13.6,89,989.7,7.8,Clear sky,195,190.9,194.6,1683,76.5,2026-02-06 19:00:00
06-02-2026,20:00:00,13.2,89,990.2,8.3,Clear sky,196,190.0,193.7,1689,74.3,2026-02-06 20:00:00
07-02-2026,08:00:00,10.6,99,991.1,7.3,Overcast,196,156.5,157.4,1903,41.3,2026-02-07 08:00:00
07-02-2026,09:00:00,11.9,96,992.6,4.6,Overcast,195,152.7,154.1,1749,40.1,2026-02-07 09:00:00
07-02-2026,10:00:00,13.9,91,993.0,4.9,Partly cloudy,194,143.9,145.3,1472,35.7,2026-02-07 10:00:00
07-02-2026,11:00:00,15.8,82,992.4,1.9,Mainly clear,194,123.9,126.7,1243,31.7,2026-02-07 11:00:00
07-02-2026,12:00:00,17.0,76,991.4,4.3,Clear sky,193,117.6,121.1,1121,27.9,2026-02-07 12:00:00
07-02-2026,13:00:00,17.8,74,990.7,5.5,Clear sky,192,109.7,113.4,1047,24.5,2026-02-07 13:00:00
07-02-2026,15:00:00,17.9,71,990.0,8.6,Clear sky,192,99.2,103.1,1015,36.1,2026-02-07 15:00:00
07-02-2026,16:00:00,17.2,74,989.8,8.5,Clear sky,192,101.3,104.8,1057,51.2,2026-02-07 16:00:00
07-02-2026,17:00:00,15.8,80,989.7,7.1,Clear sky,191,152.7,157.4,1096,60.8,2026-02-07 17:00:00
07-02-2026,18:00:00,14.0,86,990.6,5.6,Clear sky,192,163.9,167.6,1126,59.3,2026-02-07 18:00:00
07-02-2026,19:00:00,13.6,87,990.7,7.7,Clear sky,193,164.8,168.1,1152,57.1,2026-02-07 19:00:00
07-02-2026,20:00:00,13.1,88,991.2,8.4,Clear sky,193,163.4,166.7,1152,53.5,2026-02-07 20:00:00
07-02-2026,21:00:00,12.4,91,991.6,9.4,Clear sky,194,160.7,163.4,1112,48.0,2026-02-07 21:00:00
07-02-2026,23:00:00,11.6,95,991.5,9.5,Clear sky,195,152.3,154.6,971,34.4,2026-02-07 23:00:00
08-02-2026,00:00:00,10.5,96,988.1,4.5,Clear sky,200,143.9,147.1,1576,29.4,2026-02-08 00:00:00
08-02-2026,01:00:00,10.4,97,987.7,4.8,Clear sky,200,143.4,146.7,1566,25.0,2026-02-08 01:00:00
08-02-2026,02:00:00,9.9,97,987.4,5.5,Clear sky,199,144.4,147.1,1559,22.8,2026-02-08 02:00:00
08-02-2026,03:00:00,9.8,97,986.8,5.1,Mainly clear,199,147.1,149.9,1537,24.1,2026-02-08 03:00:00
08-02-2026,11:00:00,15.8,81,990.6,2.2,Clear sky,193,126.7,129.9,1465,25.8,2026-02-08 11:00:00
08-02-2026,12:00:00,17.0,75,989.8,3.1,Clear sky,193,118.0,121.5,1327,23.2,2026-02-08 12:00:00
08-02-2026,13:00:00,17.8,71,989.0,5.2,Clear sky,192,108.7,112.5,1205,22.0,2026-02-08 13:00:00
08-02-2026,14:00:00,18.0,72,988.5,6.8,Clear sky,192,103.4,106.9,1127,26.7,2026-02-08 14:00:00
08-02-2026,15:00:00,17.8,73,988.3,9.1,Mainly clear,192,103.8,107.3,1121,42.6,2026-02-08 15:00:00
08-02-2026,16:00:00,17.1,74,988.0,9.4,Clear sky,193,108.3,111.5,1159,64.2,2026-02-08 16:00:00
08-02-2026,17:00:00,15.9,81,988.1,7.9,Clear sky,193,166.2,170.4,1190,73.9,2026-02-08 17:00:00
08-02-2026,18:00:00,13.8,87,989.0,4.9,Clear sky,194,186.7,190.5,1199,75.2,2026-02-08 18:00:00
08-02-2026,20:00:00,13.1,89,989.7,7.7,Clear sky,196,190.0,193.7,1186,74.3,2026-02-08 20:00:00
08-02-2026,21:00:00,12.4,91,990.0,9.4,Clear sky,197,183.9,186.7,1154,66.2,2026-02-08 21:00:00
08-02-2026,22:00:00,11.9,94,990.2,9.6,Clear sky,198,177.0,179.7,1105,54.5,2026-02-08 22:00:00
08-02-2026,23:00:00,11.6,95,989.9,9.1,Clear sky,199,165.8,168.1,1040,43.4,2026-02-08 23:00:00
09-02-2026,00:00:00,11.6,95,993.1,9.5,Clear sky,195,141.6,143.4,968,27.3,2026-02-09 00:00:00
09-02-2026,08:00:00,11.2,98,995.3,9.1,Overcast,192,129.9,130.9,997,24.4,2026-02-09 08:00:00
09-02-2026,09:00:00,11.6,97,995.9,9.1,Overcast,191,123.4,124.8,979,22.1,2026-02-09 09:00:00
09-02-2026,10:00:00,13.1,91,995.7,9.6,Overcast,191,111.3,112.5,916,17.0,2026-02-09 10:00:00
09-02-2026,11:00:00,14.2,87,995.2,10.9,Overcast,190,102.4,103.6,845,12.9,2026-02-09 11:00:00
09-02-2026,12:00:00,15.6,79,994.2,12.9,Overcast,190,95.2,96.4,754,10.5,2026-02-09 12:00:00
09-02-2026,13:00:00,17.0,71,993.0,13.1,Mainly clear,189,89.4,90.6,655,9.0,2026-02-09 13:00:00
09-02-2026,14:00:00,17.8,68,991.8,10.2,Clear sky,189,83.8,84.8,624,9.8,2026-02-09 14:00:00
09-02-2026,16:00:00,17.1,72,991.0,9.3,Clear sky,188,80.3,81.0,881,22.0,2026-02-09 16:00:00
09-02-2026,17:00:00,15.9,78,991.0,8.6,Clear sky,187,86.8,87.5,1010,36.7,2026-02-09 17:00:00
09-02-2026,18:00:00,13.9,85,992.5,5.7,Mainly clear,186,97.3,98.0,1071,38.5,2026-02-09 18:00:00
09-02-2026,19:00:00,13.6,87,992.4,6.3,Clear sky,184,103.8,104.5,1098,40.8,2026-02-09 19:00:00
09-02-2026,20:00:00,12.9,89,992.8,7.0,Clear sky,183,107.6,108.3,1093,40.8,2026-02-09 20:00:00
09-02-2026,21:00:00,12.4,91,992.8,7.7,Clear sky,182,108.3,109.2,1047,36.9,2026-02-09 21:00:00
10-02-2026,08:00:00,11.2,98,994.0,8.5,Overcast,192,129.9,130.9,993,24.4,2026-02-10 08:00:00
10-02-2026,09:00:00,11.6,98,994.4,8.3,Overcast,191,123.4,124.8,962,22.1,2026-02-10 09:00:00
10-02-2026,10:00:00,12.9,92,994.3,8.9,Overcast,191,111.3,112.5,878,17.0,2026-02-10 10:00:00
10-02-2026,11:00:00,14.2,87,993.8,10.8,Overcast,190,102.4,103.6,794,12.9,2026-02-10 11:00:00
10-02-2026,13:00:00,17.0,71,991.6,12.8,Mainly clear,189,89.4,90.6,616,9.0,2026-02-10 13:00:00
10-02-2026,14:00:00,17.6,69,990.4,9.8,Clear sky,189,83.8,84.8,585,9.8,2026-02-10 14:00:00
10-02-2026,15:00:00,17.6,69,989.8,9.5,Clear sky,188,80.8,81.7,659,14.7,2026-02-10 15:00:00
10-02-2026,16:00:00,17.0,73,989.6,9.3,Clear sky,188,80.3,81.0,791,22.0,2026-02-10 16:00:00
10-02-2026,17:00:00,15.6,78,989.6,8.3,Clear sky,187,86.8,87.5,900,36.7,2026-02-10 17:00:00
10-02-2026,18:00:00,13.8,86,991.0,5.5,Clear sky,186,97.3,98.0,962,38.5,2026-02-10 18:00:00
10-02-2026,20:00:00,12.8,89,991.3,6.8,Clear sky,183,107.6,108.3,1009,40.8,2026-02-10 20:00:00
10-02-2026,21:00:00,12.2,91,991.4,7.0,Clear sky,182,108.3,109.2,976,36.9,2026-02-10 21:00:00
10-02-2026,22:00:00,11.6,91,991.1,7.3,Clear sky,181,107.8,108.7,913,30.7,2026-02-10 22:00:00
10-02-2026,23:00:00,11.1,90,990.5,7.9,Clear sky,180,104.1,105.2,848,25.0,2026-02-10 23:00:00
11-02-2026,07:00:00,10.8,99,993.8,10.2,Overcast,197,132.7,134.1,788,23.0,2026-02-11 07:00:00
11-02-2026,08:00:00,11.1,98,994.7,9.8,Overcast,196,136.9,137.8,805,26.4,2026-02-11 08:00:00
11-02-2026,09:00:00,11.5,98,995.1,10.2,Overcast,196,131.8,133.2,780,24.3,2026-02-11 09:00:00
11-02-2026,10:00:00,12.9,92,995.0,10.3,Overcast,195,116.2,117.6,730,19.4,2026-02-11 10:00:00
11-02-2026,11:00:00,14.3,86,994.6,11.7,Overcast,194,105.2,106.4,676,15.2,2026-02-11 11:00:00
11-02-2026,12:00:00,15.8,78,993.5,13.7,Overcast,194,97.6,98.7,609,12.1,2026-02-11 12:00:00
11-02-2026,17:00:00,15.4,78,990.4,9.1,Clear sky,192,85.9,86.6,703,41.2,2026-02-11 17:00:00
11-02-2026,18:00:00,13.6,87,991.7,5.6,Clear sky,190,99.0,99.7,759,43.8,2026-02-11 18:00:00
11-02-2026,19:00:00,12.9,89,991.7,6.4,Clear sky,188,105.2,105.7,808,47.0,2026-02-11 19:00:00
11-02-2026,20:00:00,12.2,91,992.0,7.6,Clear sky,186,107.1,107.8,837,47.4,2026-02-11 20:00:00
11-02-2026,21:00:00,11.6,93,992.1,8.1,Clear sky,184,105.9,106.6,840,42.6,2026-02-11 21:00:00
11-02-2026,22:00:00,11.1,93,991.7,8.3,Clear sky,183,104.5,105.2,823,34.8,2026-02-11 22:00:00
11-02-2026,23:00:00,10.4,93,991.1,7.6,Clear sky,181,100.4,101.3,793,27.8,2026-02-11 23:00:00
12-02-2026,08:00:00,11.4,98,992.4,11.0,Overcast,196,136.9,137.8,982,26.4,2026-02-12 08:00:00
12-02-2026,09:00:00,11.9,95,992.9,11.5,Overcast,196,131.8,133.2,959,24.3,2026-02-12 09:00:00
12-02-2026,10:00:00,13.1,90,992.8,10.8,Overcast,195,116.2,117.6,890,19.4,2026-02-12 10:00:00
12-02-2026,11:00:00,14.4,84,992.3,11.9,Overcast,194,105.2,106.4,814,15.2,2026-02-12 11:00:00
12-02-2026,12:00:00,15.8,78,991.2,13.7,Overcast,194,97.6,98.7,723,12.1,2026-02-12 12:00:00
12-02-2026,13:00:00,17.2,68,990.1,13.9,Mainly clear,193,91.7,92.9,626,9.7,2026-02-12 13:00:00
12-02-2026,14:00:00,17.6,67,989.0,11.0,Clear sky,193,87.1,88.0,594,10.2,2026-02-12 14:00:00
12-02-2026,16:00:00,17.0,70,988.2,10.2,Clear sky,192,84.3,85.2,834,24.0,2026-02-12 16:00:00
12-02-2026,17:00:00,15.6,77,988.1,10.1,Clear sky,192,85.9,86.6,959,41.2,2026-02-12 17:00:00
12-02-2026,18:00:00,13.9,85,989.6,7.8,Mainly clear,190,99.0,99.7,1031,43.8,2026-02-12 18:00:00
12-02-2026,19:00:00,13.4,88,989.6,7.9,Clear sky,188,105.2,105.7,1077,47.0,2026-02-12 19:00:00
12-02-2026,20:00:00,12.9,89,989.9,8.6,Clear sky,186,107.1,107.8,1082,47.4,2026-02-12 20:00:00
12-02-2026,21:00:00,12.5,91,990.0,9.3,Clear sky,184,105.9,106.6,1027,42.6,2026-02-12 21:00:00
12-02-2026,22:00:00,12.0,92,989.6,10.0,Clear sky,183,104.5,105.2,931,34.8,2026-02-12 22:00:00
13-02-2026,06:00:00,10.8,100,991.9,11.9,Overcast,193,124.8,126.2,753,15.5,2026-02-13 06:00:00
13-02-2026,07:00:00,10.7,100,992.6,9.6,Overcast,193,128.1,129.0,813,21.3,2026-02-13 07:00:00
13-02-2026,08:00:00,10.9,98,993.5,9.9,Overcast,192,129.9,130.9,845,24.4,2026-02-13 08:00:00
13-02-2026,09:00:00,11.6,97,993.9,9.0,Overcast,191,123.4,124.8,827,22.1,2026-02-13 09:00:00
13-02-2026,10:00:00,12.9,92,993.9,9.1,Overcast,191,111.3,112.5,781,17.0,2026-02-13 10:00:00
13-02-2026,11:00:00,14.4,86,993.4,11.2,Overcast,190,102.4,103.6,727,12.9,2026-02-13 11:00:00
13-02-2026,13:00:00,17.1,70,991.1,13.4,Clear sky,189,89.4,90.6,572,9.0,2026-02-13 13:00:00
13-02-2026,14:00:00,17.6,69,990.0,10.7,Clear sky,189,83.8,84.8,541,9.8,2026-02-13 14:00:00
13-02-2026,15:00:00,17.5,70,989.4,10.1,Clear sky,188,80.8,81.7,602,14.7,2026-02-13 15:00:00
13-02-2026,16:00:00,17.0,73,989.3,10.2,Clear sky,188,80.3,81.0,712,22.0,2026-02-13 16:00:00
13-02-2026,18:00:00,13.6,86,990.5,6.9,Clear sky,186,97.3,98.0,858,38.5,2026-02-13 18:00:00
13-02-2026,19:00:00,12.8,89,990.5,7.7,Clear sky,184,103.8,104.5,893,40.8,2026-02-13 19:00:00
13-02-2026,20:00:00,12.1,91,990.9,8.3,Clear sky,183,107.6,108.3,905,40.8,2026-02-13 20:00:00
13-02-2026,21:00:00,11.6,92,990.9,7.9,Clear sky,182,108.3,109.2,888,36.9,2026-02-13 21:00:00
13-02-2026,22:00:00,11.1,92,990.7,8.8,Clear sky,181,107.8,108.7,849,30.7,2026-02-13 22:00:00
13-02-2026,23:00:00,10.2,93,989.9,8.5,Clear sky,180,104.1,105.2,804,25.0,2026-02-13 23:00:00
14-02-2026,00:00:00,11.1,95,989.7,8.8,Clear sky,200,149.5,151.8,941,33.4,2026-02-14 00:00:00
14-02-2026,09:00:00,11.5,98,992.4,10.2,Overcast,196,131.8,133.2,870,24.3,2026-02-14 09:00:00
14-02-2026,10:00:00,12.9,92,992.3,10.3,Overcast,195,116.2,117.6,803,19.4,2026-02-14 10:00:00
14-02-2026,11:00:00,14.3,86,991.9,11.7,Overcast,194,105.2,106.4,734,15.2,2026-02-14 11:00:00
14-02-2026,12:00:00,15.8,78,990.8,13.7,Overcast,194,97.6,98.7,657,12.1,2026-02-14 12:00:00
14-02-2026,14:00:00,17.5,69,988.5,10.4,Clear sky,193,87.1,88.0,549,10.2,2026-02-14 14:00:00
14-02-2026,15:00:00,17.5,69,987.9,9.9,Clear sky,193,84.5,85.4,612,15.7,2026-02-14 15:00:00
14-02-2026,16:00:00,16.8,72,987.7,10.1,Clear sky,192,84.3,85.2,726,24.0,2026-02-14 16:00:00
14-02-2026,20:00:00,12.2,91,989.3,7.6,Clear sky,186,107.1,107.8,941,47.4,2026-02-14 20:00:00
14-02-2026,21:00:00,11.6,93,989.4,8.1,Clear sky,184,105.9,106.6,924,42.6,2026-02-14 21:00:00
14-02-2026,22:00:00,11.1,93,989.0,8.3,Clear sky,183,104.5,105.2,881,34.8,2026-02-14 22:00:00
14-02-2026,23:00:00,10.4,93,988.4,7.6,Clear sky,181,100.4,101.3,831,27.8,2026-02-14 23:00:00
15-02-2026,01:00:00,10.2,89,990.6,8.7,Clear sky,178,90.1,91.7,734,16.4,2026-02-15 01:00:00
15-02-2026,02:00:00,9.8,89,990.0,9.0,Clear sky,177,84.3,85.9,682,13.4,2026-02-15 02:00:00
15-02-2026,03:00:00,9.4,89,989.7,9.6,Clear sky,176,79.6,81.3,655,11.4,2026-02-15 03:00:00
15-02-2026,04:00:00,9.2,88,989.5,10.0,Clear sky,175,76.1,77.8,655,10.5,2026-02-15 04:00:00
15-02-2026,05:00:00,9.1,87,989.6,10.3,Clear sky,174,76.6,78.2,717,12.4,2026-02-15 05:00:00
15-02-2026,06:00:00,8.9,89,990.2,10.1,Clear sky,173,74.7,76.1,907,17.7,2026-02-15 06:00:00
15-02-2026,07:00:00,8.8,89,990.9,9.6,Clear sky,172,78.5,79.9,1160,24.9,2026-02-15 07:00:00
15-02-2026,08:00:00,9.7,85,991.9,9.9,Clear sky,171,81.0,82.0,1313,28.7,2026-02-15 08:00:00
15-02-2026,14:00:00,18.3,53,990.9,10.5,Clear sky,165,35.4,35.6,717,9.8,2026-02-15 14:00:00
15-02-2026,15:00:00,18.2,53,990.8,9.7,Clear sky,164,31.9,32.0,892,15.9,2026-02-15 15:00:00
15-02-2026,16:00:00,17.5,58,990.6,6.8,Clear sky,163,32.2,32.4,1178,25.4,2026-02-15 16:00:00
15-02-2026,17:00:00,15.4,68,990.4,5.6,Clear sky,162,59.6,60.1,1411,42.1,2026-02-15 17:00:00
15-02-2026,18:00:00,14.9,71,990.9,5.9,Clear sky,161,71.0,71.5,1529,49.8,2026-02-15 18:00:00
15-02-2026,19:00:00,14.1,74,991.3,5.8,Clear sky,161,78.0,78.5,1594,60.4,2026-02-15 19:00:00
15-02-2026,21:00:00,12.4,79,992.3,5.0,Clear sky,159,87.3,90.1,1632,69.6,2026-02-15 21:00:00
15-02-2026,22:00:00,11.6,81,992.3,4.6,Clear sky,159,95.0,98.7,1606,68.2,2026-02-15 22:00:00
16-02-2026,11:00:00,15.0,68,991.5,8.9,Clear sky,168,64.5,65.2,918,15.1,2026-02-16 11:00:00
16-02-2026,12:00:00,16.6,62,990.9,9.9,Clear sky,167,53.0,53.4,798,11.6,2026-02-16 12:00:00
16-02-2026,13:00:00,17.8,56,990.0,10.2,Clear sky,166,42.4,42.7,682,9.0,2026-02-16 13:00:00
16-02-2026,14:00:00,18.4,52,989.5,10.2,Clear sky,165,35.4,35.6,660,9.8,2026-02-16 14:00:00
16-02-2026,15:00:00,18.3,52,989.4,9.4,Clear sky,164,31.9,32.0,806,15.9,2026-02-16 15:00:00
16-02-2026,16:00:00,17.6,58,989.2,6.5,Clear sky,163,32.2,32.4,1046,25.4,2026-02-16 16:00:00
16-02-2026,18:00:00,14.6,73,989.3,5.7,Clear sky,161,71.0,71.5,1352,49.8,2026-02-16 18:00:00
16-02-2026,19:00:00,13.6,76,989.8,5.5,Clear sky,161,78.0,78.5,1417,60.4,2026-02-16 19:00:00
16-02-2026,20:00:00,12.9,77,990.3,4.7,Clear sky,160,82.7,84.3,1456,67.9,2026-02-16 20:00:00
16-02-2026,21:00:00,12.2,77,990.7,3.8,Clear sky,159,87.3,90.1,1467,69.6,2026-02-16 21:00:00
16-02-2026,22:00:00,11.6,79,990.7,3.2,Clear sky,159,95.0,98.7,1452,68.2,2026-02-16 22:00:00
16-02-2026,23:00:00,10.9,81,990.4,2.9,Clear sky,159,101.0,105.0,1426,66.1,2026-02-16 23:00:00
17-02-2026,00:00:00,9.9,91,990.5,8.7,Clear sky,180,92.4,93.6,740,22.5,2026-02-17 00:00:00
17-02-2026,09:00:00,11.0,81,992.5,9.0,Clear sky,169,73.1,74.0,950,26.5,2026-02-17 09:00:00
17-02-2026,10:00:00,13.1,74,992.9,9.0,Clear sky,167,66.8,68.0,847,20.3,2026-02-17 10:00:00
17-02-2026,11:00:00,15.1,67,992.3,9.7,Clear sky,166,59.0,59.8,750,15.1,2026-02-17 11:00:00
17-02-2026,12:00:00,16.8,60,991.6,10.9,Clear sky,165,48.7,49.2,661,11.4,2026-02-17 12:00:00
17-02-2026,13:00:00,17.9,55,990.7,11.4,Clear sky,164,39.3,39.7,578,8.7,2026-02-17 13:00:00
17-02-2026,14:00:00,18.4,51,990.1,11.6,Clear sky,163,33.2,33.4,559,9.8,2026-02-17 14:00:00
17-02-2026,15:00:00,18.2,51,990.0,10.5,Clear sky,162,29.8,29.9,649,16.7,2026-02-17 15:00:00
17-02-2026,16:00:00,17.4,58,989.9,7.7,Clear sky,161,30.9,31.0,804,27.4,2026-02-17 16:00:00
17-02-2026,17:00:00,15.2,68,989.8,6.2,Clear sky,159,57.9,58.2,946,47.0,2026-02-17 17:00:00
17-02-2026,18:00:00,14.4,71,990.0,6.1,Clear sky,159,72.9,73.3,1049,56.6,2026-02-17 18:00:00
17-02-2026,22:00:00,11.1,77,991.4,3.2,Clear sky,157,94.1,98.0,1357,77.1,2026-02-17 22:00:00
17-02-2026,23:00:00,10.4,79,991.1,2.6,Clear sky,157,97.6,101.7,1405,73.3,2026-02-17 23:00:00
18-02-2026,00:00:00,11.1,90,988.3,11.6,Clear sky,180,92.4,93.6,770,22.5,2026-02-18 00:00:00
18-02-2026,01:00:00,10.5,89,987.6,11.2,Clear sky,178,85.2,86.6,704,17.8,2026-02-18 01:00:00
18-02-2026,02:00:00,10.1,88,987.0,11.5,Clear sky,177,78.5,80.1,662,14.3,2026-02-18 02:00:00
18-02-2026,11:00:00,15.6,64,990.1,10.6,Clear sky,166,59.0,59.8,900,15.1,2026-02-18 11:00:00
18-02-2026,12:00:00,17.1,58,989.3,11.3,Clear sky,165,48.7,49.2,783,11.4,2026-02-18 12:00:00
18-02-2026,13:00:00,18.1,53,988.5,12.0,Clear sky,164,39.3,39.7,668,8.7,2026-02-18 13:00:00
18-02-2026,14:00:00,18.6,50,988.0,11.8,Clear sky,163,33.2,33.4,649,9.8,2026-02-18 14:00:00
18-02-2026,15:00:00,18.5,50,988.0,10.9,Clear sky,162,29.8,29.9,801,16.7,2026-02-18 15:00:00
18-02-2026,16:00:00,17.6,56,987.8,8.5,Clear sky,161,30.9,31.0,1048,27.4,2026-02-18 16:00:00
18-02-2026,17:00:00,15.7,64,987.6,7.1,Clear sky,159,57.9,58.2,1253,47.0,2026-02-18 17:00:00
18-02-2026,19:00:00,14.1,73,988.5,7.5,Clear sky,158,82.0,82.9,1446,69.6,2026-02-18 19:00:00
18-02-2026,20:00:00,13.4,74,989.0,7.2,Clear sky,158,85.9,88.0,1478,78.6,2026-02-18 20:00:00
18-02-2026,21:00:00,12.5,76,989.3,5.9,Clear sky,157,88.9,92.2,1453,79.9,2026-02-18 21:00:00
18-02-2026,22:00:00,11.6,78,989.3,5.2,Clear sky,157,94.1,98.0,1384,77.1,2026-02-18 22:00:00
18-02-2026,23:00:00,11.1,79,989.2,3.9,Clear sky,157,97.6,101.7,1315,73.3,2026-02-18 23:00:00
19-02-2026,09:00:00,11.1,82,991.3,8.4,Clear sky,169,80.3,81.3,1065,26.1,2026-02-19 09:00:00
19-02-2026,10:00:00,13.3,74,991.7,9.1,Clear sky,169,74.0,75.0,955,20.1,2026-02-19 10:00:00
19-02-2026,11:00:00,15.2,67,991.1,9.8,Clear sky,168,64.5,65.2,849,15.1,2026-02-19 11:00:00
19-02-2026,12:00:00,16.9,60,990.4,11.0,Clear sky,167,53.0,53.4,746,11.6,2026-02-19 12:00:00
19-02-2026,13:00:00,17.9,54,989.6,11.3,Clear sky,166,42.4,42.7,645,9.0,2026-02-19 13:00:00
19-02-2026,14:00:00,18.4,52,989.1,11.2,Clear sky,165,35.4,35.6,621,9.8,2026-02-19 14:00:00
19-02-2026,15:00:00,18.2,53,989.0,10.1,Clear sky,164,31.9,32.0,730,15.9,2026-02-19 15:00:00
19-02-2026,16:00:00,17.5,59,988.8,7.4,Clear sky,163,32.2,32.4,914,25.4,2026-02-19 16:00:00
19-02-2026,18:00:00,14.0,76,988.9,5.9,Clear sky,161,71.0,71.5,1191,49.8,2026-02-19 18:00:00
19-02-2026,19:00:00,12.9,79,989.3,6.0,Clear sky,161,78.0,78.5,1284,60.4,2026-02-19 19:00:00
19-02-2026,20:00:00,11.9,80,989.8,5.8,Clear sky,160,82.7,84.3,1365,67.9,2026-02-19 20:00:00
19-02-2026,21:00:00,11.2,81,990.1,4.3,Clear sky,159,87.3,90.1,1447,69.6,2026-02-19 21:00:00
19-02-2026,22:00:00,10.4,83,990.1,3.4,Clear sky,159,95.0,98.7,1518,68.2,2026-02-19 22:00:00
19-02-2026,23:00:00,9.6,85,990.0,3.6,Clear sky,159,101.0,105.0,1554,66.1,2026-02-19 23:00:00
20-02-2026,07:00:00,8.1,90,987.5,9.0,Clear sky,171,70.8,72.2,1026,25.3,2026-02-20 07:00:00
20-02-2026,08:00:00,9.1,86,988.5,10.5,Clear sky,170,73.3,74.5,1127,29.2,2026-02-20 08:00:00
20-02-2026,09:00:00,11.0,81,989.8,9.0,Clear sky,169,73.1,74.0,1080,26.5,2026-02-20 09:00:00
20-02-2026,10:00:00,13.1,74,990.2,9.0,Clear sky,167,66.8,68.0,953,20.3,2026-02-20 10:00:00
